id,idade,renda,cidade,categoria,nota,feedback
91,17.0,5658.28,São Paulo,A,7.5,Ruim
92,19.0,10491.22,São Paulo,A,4.9,Ruim
93,66.0,10599.26,Belo Horizonte,A,0.0,Bom
94,46.0,12357.03,São Paulo,B,5.8,Regular
95,51.0,3569.53,Vitória,A,7.1,Regular
96,51.0,9112.51,Belo Horizonte,A,5.9,Regular
97,37.0,6098.8,Belo Horizonte,B,2.0,Regular
98,18.0,11708.21,Rio de Janeiro,B,5.7,Ruim
99,29.0,3429.34,Vitória,B,8.0,Regular
100,23.0,5285.41,São Paulo,A,0.1,Regular
