id,idade,renda,cidade,categoria,nota,feedback
288,61,5413.84,Vitória,B,7.8,Bom
289,72,44359.31,São Paulo,A,6.4,Bom
290,80,4582.29,Rio de Janeiro,A,9.8,Bom
291,29,35690.46,São Paulo,A,8.9,Bom
292,27,8064.68,Rio de Janeiro,B,5.4,Bom
293,37,5267.87,,B,5.4,Bom
294,18,13021.55,Belo Horizonte,B,8.6,Bom
295,19,,Belo Horizonte,A,7.0,
296,31,13060.28,Belo Horizonte,A,7.1,Bom
297,46,37811.53,São Paulo,A,6.1,Bom
298,80,26536.23,Vitória,B,6.6,Bom
299,81,25717.84,São Paulo,B,9.1,Bom
300,32,40898.7,Vitória,A,8.8,Bom
301,32,7485.53,São Paulo,A,7.8,Bom
302,74,46197.9,São Paulo,B,7.1,Bom
303,28,25293.79,Vitória,A,8.7,Bom
304,32,38452.53,São Paulo,A,5.1,Bom
305,21,13419.93,Vitória,B,5.6,Bom
306,55,22148.57,São Paulo,B,9.1,Bom
307,78,36128.07,Belo Horizonte,A,7.5,Bom
308,50,24579.26,Belo Horizonte,B,9.8,Bom
309,13,873.38,Belo Horizonte,A,3.4,Bom
310,37,34108.98,São Paulo,B,5.0,Bom
311,69,43282.83,São Paulo,A,8.6,Bom
312,76,4153.61,São Paulo,B,6.5,Bom
313,35,20281.49,São Paulo,B,5.8,Bom
314,42,6955.07,Rio de Janeiro,A,8.0,Bom
315,74,17009.21,Vitória,A,9.2,Bom
316,72,31211.62,Rio de Janeiro,B,5.5,Bom
317,45,23263.48,Rio de Janeiro,A,,
318,66,19361.39,Belo Horizonte,B,8.6,Bom
319,61,17242.55,Belo Horizonte,B,9.8,Bom
320,79,37237.93,São Paulo,A,7.2,Bom
321,52,2164.36,São Paulo,A,5.2,Bom
322,58,33263.32,Rio de Janeiro,A,5.8,Bom
323,74,5558.63,Vitória,B,9.3,Bom
324,72,40302.7,Belo Horizonte,B,6.1,Bom
325,76,44569.01,Rio de Janeiro,B,9.3,Bom
326,63,13750.61,Vitória,A,5.8,Bom
327,34,28815.43,Belo Horizonte,B,7.2,Bom
328,18,6150.95,São Paulo,A,7.8,Bom
329,38,36095.6,Belo Horizonte,A,8.7,Bom
330,,36851.13,Belo Horizonte,A,5.2,Bom
331,29,32814.18,Belo Horizonte,B,9.0,Bom
332,81,45341.33,Belo Horizonte,A,7.5,Bom
333,77,8048.04,São Paulo,B,9.9,Bom
334,82,22890.92,Vitória,B,9.7,Bom
335,80,31499.38,Belo Horizonte,B,7.7,Bom
336,50,37219.08,Rio de Janeiro,B,8.0,Bom
337,65,41681.39,Vitória,A,7.3,Bom
338,42,2898.4,Vitória,B,8.3,Bom
339,31,11465.19,São Paulo,B,6.3,Bom
340,22,12262.14,São Paulo,B,7.1,Bom
341,74,12772.89,São Paulo,B,5.9,Bom
342,52,26977.77,Rio de Janeiro,A,8.7,Bom
343,27,41783.04,Belo Horizonte,B,9.3,Bom
344,26,16365.58,São Paulo,B,7.2,Bom
345,64,41158.8,Vitória,B,7.3,Bom
346,67,36830.73,Belo Horizonte,A,5.2,Bom
347,65,5906.57,Vitória,A,9.3,Bom
348,56,28653.52,São Paulo,A,9.0,Bom
349,27,20507.91,São Paulo,A,5.7,Bom
350,21,7684.83,Vitória,A,9.4,Bom
351,25,44428.69,São Paulo,A,8.7,Bom
352,63,31470.61,Vitória,A,7.5,Bom
353,22,27235.48,Vitória,B,6.7,Bom
354,45,19062.12,Rio de Janeiro,B,9.2,Bom
355,79,28154.24,São Paulo,B,9.0,Bom
356,30,36542.0,Vitória,B,5.7,Bom
357,16,13993.75,São Paulo,A,8.4,Bom
358,37,4709.45,Vitória,B,7.9,Bom
359,76,32656.0,São Paulo,A,9.6,Bom
360,72,25347.5,Belo Horizonte,A,8.5,Bom
361,27,38865.46,São Paulo,B,7.6,Bom
362,18,21613.32,Rio de Janeiro,B,5.3,Bom
363,70,41218.56,Belo Horizonte,A,5.7,Bom
364,20,28503.29,Rio de Janeiro,B,8.3,Bom
365,71,28436.31,Belo Horizonte,A,7.7,Bom
366,33,12694.4,Rio de Janeiro,A,6.6,Bom
367,25,11463.94,Belo Horizonte,A,8.3,Bom
368,66,38831.59,Rio de Janeiro,B,9.1,Bom
369,82,40438.85,São Paulo,A,8.6,Bom
370,43,5814.46,São Paulo,A,,
371,31,25478.01,Belo Horizonte,A,7.1,Bom
372,22,11258.09,São Paulo,B,9.5,Bom
373,81,12530.06,Belo Horizonte,B,7.6,Bom
374,67,25715.77,São Paulo,A,5.2,Bom
375,44,6016.36,Belo Horizonte,B,6.6,Bom
376,66,4147.35,Vitória,B,5.9,Bom
377,56,43075.42,Belo Horizonte,A,6.7,Bom
378,63,16689.03,Rio de Janeiro,B,9.5,Bom
379,82,29822.25,Belo Horizonte,B,10.0,Bom
380,36,24386.27,Rio de Janeiro,A,7.3,Bom
381,81,24624.48,Rio de Janeiro,B,5.7,Bom
382,39,34269.12,Belo Horizonte,B,9.2,Bom
383,67,1993.78,São Paulo,B,8.2,Bom
384,68,31812.19,,A,5.7,Bom
385,54,30369.62,Belo Horizonte,A,5.4,Bom
386,82,18011.63,Rio de Janeiro,B,5.7,Bom
387,43,14285.47,Belo Horizonte,A,7.9,Bom
388,28,36866.17,São Paulo,A,6.9,Bom
389,51,16255.8,Vitória,B,5.5,Bom
390,37,16907.13,Vitória,B,9.5,Bom
391,46,39766.03,Belo Horizonte,A,9.9,Bom
392,42,13353.22,Vitória,B,6.5,Bom
393,45,1976.39,Belo Horizonte,A,5.7,Bom
394,19,5446.23,Vitória,B,7.9,Bom
395,54,16972.46,Rio de Janeiro,B,5.8,Bom
396,36,14300.86,Belo Horizonte,B,8.7,Bom
397,44,23715.38,Rio de Janeiro,B,7.8,Bom
398,62,18072.2,São Paulo,B,8.0,Bom
399,42,37183.34,São Paulo,A,9.6,
400,18,28287.26,São Paulo,B,7.4,Bom
401,71,7861.24,Vitória,B,7.8,Bom
402,34,42267.23,Rio de Janeiro,B,9.6,Bom
403,63,38759.52,Vitória,B,5.8,Bom
404,29,7584.64,São Paulo,B,6.2,Bom
405,29,4006.06,Belo Horizonte,B,5.2,Bom
406,60,33162.27,Rio de Janeiro,A,8.0,Bom
407,38,39200.72,São Paulo,B,9.7,Bom
408,63,1787.96,Rio de Janeiro,B,7.1,Bom
409,60,4960.0,Rio de Janeiro,B,7.6,
410,55,3700.52,Vitória,A,6.3,Bom
411,91,60402.51,Vitória,A,1.0,Bom
412,68,31441.84,São Paulo,A,6.7,Bom
413,42,8056.44,São Paulo,A,9.0,Bom
414,34,6938.32,Vitória,B,9.8,Bom
415,28,2606.36,Belo Horizonte,A,8.7,Bom
416,58,15358.16,Rio de Janeiro,B,9.5,Bom
417,26,17708.77,Vitória,A,7.4,Bom
418,67,38043.31,Rio de Janeiro,A,9.7,Bom
419,68,42666.61,Rio de Janeiro,B,5.9,Bom
420,75,4088.26,Belo Horizonte,B,8.1,Bom
421,74,3366.18,Vitória,B,5.8,Bom
422,49,17596.17,Rio de Janeiro,A,7.7,Bom
423,50,16532.38,Rio de Janeiro,A,7.7,Bom
424,49,26132.92,São Paulo,B,6.8,Bom
425,66,15442.94,Rio de Janeiro,B,6.1,Bom
426,64,3541.18,Belo Horizonte,B,5.9,Bom
427,49,10241.24,Rio de Janeiro,B,5.1,Bom
428,16,24925.33,Rio de Janeiro,A,5.8,Bom
429,40,41894.61,São Paulo,A,7.3,Bom
430,72,20274.58,São Paulo,A,7.4,Bom
431,55,41521.02,São Paulo,A,9.6,Bom
432,77,13600.32,Belo Horizonte,A,8.9,Bom
433,60,,Vitória,B,6.6,
434,48,10710.44,São Paulo,A,7.9,
435,21,7416.25,Rio de Janeiro,A,8.5,Bom
436,59,32601.43,São Paulo,A,9.3,Bom
437,46,5044.71,Vitória,A,9.1,Bom
438,78,9468.44,Vitória,B,7.9,Bom
439,41,34233.06,Rio de Janeiro,B,7.8,Bom
440,75,29504.88,Belo Horizonte,A,5.2,Bom
441,49,24594.48,Rio de Janeiro,B,7.7,Bom
442,60,23331.99,Belo Horizonte,A,8.3,Bom
443,37,42820.71,Vitória,B,8.8,Bom
444,63,21700.69,Rio de Janeiro,A,5.5,Bom
445,18,32229.1,Rio de Janeiro,A,5.7,Bom
446,51,24850.1,São Paulo,A,7.1,
447,47,2887.68,São Paulo,B,7.2,Bom
448,45,35037.68,São Paulo,A,9.2,Bom
449,44,35372.16,Vitória,A,5.9,Bom
450,33,4681.94,Belo Horizonte,B,5.3,Bom
451,67,27879.73,Belo Horizonte,A,6.3,Bom
452,81,20210.61,São Paulo,A,6.6,Bom
453,60,29967.63,Vitória,A,7.1,Bom
454,39,18813.46,Vitória,B,8.0,Bom
455,24,37654.24,São Paulo,A,9.2,Bom
456,61,9242.15,São Paulo,B,6.3,Bom
457,63,19197.99,Belo Horizonte,B,9.0,Bom
458,41,5739.64,Vitória,B,7.7,Bom
459,54,37484.65,São Paulo,B,8.5,Bom
460,53,15229.66,Vitória,A,8.0,Bom
461,44,4916.34,Rio de Janeiro,B,5.2,Bom
462,68,16957.63,Rio de Janeiro,B,6.2,Bom
463,97,606.64,Rio de Janeiro,A,4.8,Bom
464,49,21261.78,Belo Horizonte,A,7.5,Bom
465,32,31958.03,Vitória,B,6.8,Bom
466,27,20552.16,São Paulo,B,9.7,Bom
467,31,27280.4,Vitória,B,5.1,Bom
468,39,9488.72,São Paulo,A,5.6,Bom
469,62,30753.76,São Paulo,B,6.9,Bom
470,18,39666.54,Vitória,B,5.8,Bom
471,34,25931.63,São Paulo,A,5.3,Bom
472,18,33179.35,Vitória,B,8.2,
473,55,18720.73,Belo Horizonte,B,7.1,Bom
474,31,32776.44,Vitória,B,6.3,Bom
475,37,26957.57,Belo Horizonte,A,9.1,Bom
476,89,77512.53,São Paulo,A,2.3,Bom
477,67,43937.45,Belo Horizonte,B,10.0,Bom
478,23,27379.55,Rio de Janeiro,B,5.6,Bom
479,49,43555.89,Belo Horizonte,A,6.3,Bom
480,38,2099.36,São Paulo,A,8.0,Bom
481,46,34642.62,Belo Horizonte,A,7.4,Bom
482,18,32434.74,São Paulo,A,5.8,Bom
483,60,6847.18,Belo Horizonte,A,5.8,Bom
484,35,28410.11,Rio de Janeiro,B,6.4,Bom
485,32,10003.17,Vitória,B,6.4,Bom
486,41,27688.41,Vitória,B,5.9,Bom
487,55,32532.52,Vitória,B,9.6,Bom
488,,31761.83,Belo Horizonte,A,7.1,Bom
489,30,26941.51,Belo Horizonte,B,5.2,Bom
490,54,26867.39,São Paulo,A,5.2,Bom
491,82,33611.98,Vitória,B,5.6,Bom
492,71,19235.4,Belo Horizonte,A,5.2,Bom
493,47,23429.58,Vitória,B,9.2,Bom
494,42,22482.06,Rio de Janeiro,A,9.9,Bom
495,35,12490.64,Vitória,B,7.3,Bom
496,69,34673.64,São Paulo,A,6.7,Bom
497,23,39280.49,Belo Horizonte,A,5.9,Bom
498,55,31011.76,São Paulo,A,7.1,Bom
499,36,10313.42,Belo Horizonte,A,5.5,Bom
500,24,,São Paulo,A,5.2,
501,22,43749.38,São Paulo,B,8.2,Bom
502,60,22993.2,São Paulo,A,8.8,Bom
503,25,38322.2,São Paulo,B,7.8,Bom
504,16,41175.02,Rio de Janeiro,A,5.6,Bom
505,36,44226.63,São Paulo,B,6.6,Bom
506,46,39783.08,Vitória,A,9.7,Bom
507,46,31519.44,Rio de Janeiro,B,6.7,Bom
508,73,5816.15,São Paulo,B,9.2,Bom
509,46,41178.08,Belo Horizonte,B,8.1,Bom
510,64,13666.32,Rio de Janeiro,B,7.1,Bom
511,18,11002.02,Vitória,A,6.2,Bom
512,68,15143.27,São Paulo,A,6.1,Bom
513,58,19117.02,Vitória,B,5.9,Bom
514,24,28426.93,São Paulo,A,5.5,Bom
515,50,13018.52,Belo Horizonte,B,7.7,Bom
516,64,34942.18,Rio de Janeiro,B,9.1,Bom
517,33,45509.49,Vitória,B,7.8,Bom
518,76,8974.56,Vitória,B,9.1,Bom
519,76,29429.18,Vitória,B,9.5,Bom
520,18,20753.81,São Paulo,B,9.6,Bom
521,22,14366.09,Belo Horizonte,A,9.6,Bom
522,63,31737.9,Rio de Janeiro,B,8.7,Bom
523,76,19655.23,Vitória,,5.2,
524,29,45581.46,Belo Horizonte,B,5.1,Bom
525,18,35503.71,Rio de Janeiro,B,9.9,Bom
526,82,31470.13,Belo Horizonte,B,5.2,Bom
527,32,30735.54,Vitória,B,6.1,Bom
528,71,25148.5,São Paulo,A,5.3,Bom
529,34,41928.58,Vitória,B,8.7,Bom
530,63,42982.49,Belo Horizonte,A,9.6,Bom
531,81,10161.95,São Paulo,A,7.3,Bom
532,35,18827.43,Vitória,A,5.2,Bom
533,22,22371.88,Belo Horizonte,A,5.5,Bom
534,60,35300.29,Belo Horizonte,B,5.1,Bom
