id,idade,renda,cidade,categoria,nota,feedback
76,62.0,1930.45,Rio de Janeiro,B,9.6,Bom
77,60.0,23601.12,Belo Horizonte,A,10.0,Bom
78,31.0,30607.43,Vitória,A,9.0,Bom
79,73.0,36887.19,São Paulo,A,7.3,Bom
80,80.0,42366.87,Rio de Janeiro,B,6.1,Bom
81,73.0,33432.68,Rio de Janeiro,B,5.6,Bom
82,68.0,0.0,Vitória,B,8.2,0
83,0.0,22088.53,Vitória,A,6.8,Bom
84,73.0,24914.57,Vitória,B,9.6,Bom
85,45.0,5894.87,Rio de Janeiro,B,6.4,Bom
86,67.0,31900.6,Vitória,A,5.8,Bom
87,32.0,27066.28,São Paulo,B,7.7,Bom
88,21.0,26338.47,Vitória,A,7.1,Bom
89,20.0,21650.49,Vitória,B,7.0,Bom
90,78.0,44224.16,Belo Horizonte,A,9.2,Bom
91,17.0,11589.98,Vitória,A,5.5,Bom
92,37.0,11802.8,São Paulo,B,6.9,Bom
93,40.0,20596.2,Vitória,B,8.3,Bom
94,61.0,21449.49,Vitória,A,6.3,Bom
95,22.0,11834.34,Rio de Janeiro,B,6.8,Bom
96,63.0,33098.78,Rio de Janeiro,B,5.7,Bom
97,49.0,44224.8,Rio de Janeiro,A,9.0,Bom
98,64.0,37834.37,Rio de Janeiro,B,8.7,Bom
99,44.0,20641.76,Vitória,B,6.4,Bom
100,58.0,14999.43,Vitória,A,7.0,Bom
101,73.0,44047.69,São Paulo,A,9.5,Bom
102,46.0,8387.91,Rio de Janeiro,A,8.6,Bom
103,46.0,35380.56,Rio de Janeiro,A,6.5,Bom
104,54.0,4064.38,Vitória,B,9.4,Bom
105,67.0,7594.63,Rio de Janeiro,A,9.6,Bom
106,45.0,30430.67,Vitória,A,8.2,Bom
107,18.0,38482.44,Vitória,A,6.0,Bom
108,38.0,11361.16,Vitória,B,6.7,Bom
109,68.0,19205.96,São Paulo,A,9.3,Bom
110,33.0,14936.28,São Paulo,B,8.5,Bom
111,33.0,8956.34,Vitória,A,6.1,Bom
112,63.0,25570.73,São Paulo,A,7.7,Bom
113,33.0,21387.47,Vitória,A,7.9,Bom
114,68.0,31268.26,São Paulo,B,5.6,Bom
115,70.0,18317.24,Belo Horizonte,A,5.6,Bom
116,46.0,35654.25,Rio de Janeiro,A,5.0,Bom
117,66.0,26332.73,São Paulo,B,5.8,Bom
118,45.0,39970.75,Rio de Janeiro,B,9.0,Bom
119,56.0,19758.53,Rio de Janeiro,B,6.8,Bom
120,74.0,22182.16,Belo Horizonte,A,9.8,Bom
121,45.0,39322.34,Vitória,A,0.0,0
122,25.0,19553.61,Vitória,A,6.1,Bom
123,47.0,32167.14,São Paulo,A,9.9,Bom
124,44.0,14872.53,São Paulo,B,5.5,Bom
125,28.0,2746.46,Vitória,B,6.2,Bom
126,33.0,18765.43,Vitória,B,5.7,Bom
127,76.0,13426.21,Rio de Janeiro,B,6.6,Bom
128,81.0,30891.42,Rio de Janeiro,A,6.9,Bom
129,77.0,4543.42,Vitória,A,5.9,Bom
130,41.0,41525.09,Vitória,B,7.3,Bom
131,50.0,37248.69,Rio de Janeiro,A,7.7,Bom
132,74.0,25318.28,São Paulo,A,8.3,Bom
133,32.0,25788.37,Rio de Janeiro,A,6.4,Bom
134,64.0,25161.56,Rio de Janeiro,B,8.3,Bom
135,23.0,8586.09,Belo Horizonte,B,6.2,Bom
136,21.0,9277.73,Rio de Janeiro,A,7.9,Bom
137,81.0,4628.8,São Paulo,A,6.3,Bom
138,35.0,37467.56,São Paulo,A,5.6,Bom
139,30.0,31392.14,Vitória,A,9.0,Bom
140,33.0,27912.82,São Paulo,A,7.3,Bom
141,18.0,11968.1,Rio de Janeiro,A,9.5,Bom
142,56.0,43592.93,Belo Horizonte,B,8.0,Bom
143,52.0,39982.27,Rio de Janeiro,A,5.8,Bom
144,46.0,5659.14,Belo Horizonte,B,8.9,Bom
145,79.0,26956.59,Rio de Janeiro,B,7.7,Bom
146,24.0,13851.09,Rio de Janeiro,B,5.0,Bom
147,72.0,3653.49,Belo Horizonte,B,8.3,Bom
148,105.0,667.15,Rio de Janeiro,A,3.4,Bom
149,57.0,6347.95,Rio de Janeiro,B,6.4,Bom
150,43.0,38381.15,Rio de Janeiro,B,9.0,Bom
151,47.0,38449.49,Rio de Janeiro,B,9.0,Bom
152,44.0,26690.62,São Paulo,A,5.6,Bom
153,44.0,23117.65,Belo Horizonte,B,7.1,Bom
154,0.0,11761.44,Vitória,A,6.7,Bom
155,20.0,6433.39,Rio de Janeiro,A,9.5,Bom
156,54.0,42184.4,Belo Horizonte,A,8.6,Bom
157,74.0,21764.85,Rio de Janeiro,B,6.2,Bom
158,52.0,28848.24,Vitória,A,9.4,Bom
159,51.0,25436.87,São Paulo,B,5.3,Bom
160,51.0,12775.99,São Paulo,A,9.7,Bom
161,28.0,3134.76,Vitória,B,7.7,Bom
162,43.0,36783.97,São Paulo,A,8.1,Bom
163,24.0,3517.48,Rio de Janeiro,B,5.1,Bom
164,52.0,37274.4,Belo Horizonte,A,9.0,Bom
165,60.0,17475.92,Rio de Janeiro,B,6.7,Bom
166,60.0,0.0,Belo Horizonte,A,5.2,0
167,27.0,25340.21,Vitória,B,6.6,Bom
168,73.0,29142.66,São Paulo,A,6.0,Bom
169,32.0,3815.95,São Paulo,B,6.1,Bom
170,61.0,19961.25,Rio de Janeiro,B,5.8,Bom
171,17.0,21559.87,Rio de Janeiro,B,8.0,Bom
172,50.0,13322.46,Rio de Janeiro,B,8.9,Bom
173,66.0,21970.7,Rio de Janeiro,A,8.9,Bom
174,0.0,40750.31,São Paulo,A,7.4,Bom
175,17.0,4358.41,São Paulo,B,7.8,Bom
176,59.0,31840.78,Vitória,A,9.5,Bom
177,49.0,35396.93,Belo Horizonte,A,7.7,Bom
178,48.0,41349.37,Belo Horizonte,B,7.3,Bom
179,16.0,3958.87,Belo Horizonte,B,6.7,Bom
180,28.0,26830.02,Vitória,0,9.1,0
181,70.0,14719.27,Belo Horizonte,A,5.3,Bom
182,28.0,2171.53,Rio de Janeiro,B,8.5,Bom
183,26.0,8359.25,Rio de Janeiro,B,6.1,Bom
184,29.0,13342.37,São Paulo,B,7.6,Bom
185,68.0,12747.94,São Paulo,A,5.3,Bom
186,25.0,41165.79,Vitória,A,7.3,Bom
187,58.0,8928.28,São Paulo,A,8.9,Bom
188,20.0,23993.64,São Paulo,A,6.1,Bom
189,45.0,15119.69,São Paulo,A,9.4,Bom
190,73.0,7213.11,Vitória,A,6.9,Bom
191,25.0,30459.92,Vitória,A,8.8,Bom
192,34.0,8423.79,Belo Horizonte,B,7.9,Bom
193,0.0,24809.27,Rio de Janeiro,A,6.0,Bom
194,18.0,35987.92,Rio de Janeiro,A,6.6,Bom
195,47.0,45271.97,Belo Horizonte,A,5.7,Bom
196,72.0,11694.92,São Paulo,B,5.5,0
197,59.0,44711.82,Belo Horizonte,B,8.7,Bom
198,24.0,21769.58,Vitória,A,5.1,Bom
199,75.0,38457.64,São Paulo,B,0.0,0
200,33.0,41511.39,São Paulo,A,6.4,Bom
201,31.0,36538.32,Belo Horizonte,B,8.9,Bom
202,8.0,459.89,Rio de Janeiro,A,0.4,Bom
203,62.0,19480.31,Rio de Janeiro,B,6.4,Bom
204,39.0,27102.39,Vitória,A,9.7,Bom
205,28.0,34496.45,Rio de Janeiro,B,5.3,Bom
206,47.0,18234.72,Belo Horizonte,B,9.5,Bom
207,30.0,44677.99,Rio de Janeiro,A,10.0,Bom
208,66.0,9856.47,Rio de Janeiro,A,6.4,Bom
209,52.0,3571.85,0,A,8.5,Bom
210,39.0,33379.65,Belo Horizonte,B,7.8,Bom
211,43.0,29568.11,Vitória,A,9.0,Bom
212,48.0,16064.67,Vitória,B,7.3,Bom
213,71.0,31618.64,São Paulo,B,7.6,Bom
214,67.0,23458.75,Rio de Janeiro,A,9.3,Bom
215,78.0,39927.01,Vitória,A,6.4,Bom
216,38.0,5035.69,Rio de Janeiro,B,7.6,Bom
217,60.0,34700.16,Belo Horizonte,B,5.2,Bom
218,39.0,16309.91,Rio de Janeiro,A,8.9,Bom
219,32.0,31766.36,Rio de Janeiro,B,5.6,Bom
220,75.0,30617.5,Vitória,A,5.8,Bom
221,78.0,3120.08,Belo Horizonte,B,7.0,Bom
222,69.0,39451.99,Rio de Janeiro,A,7.8,Bom
223,80.0,24172.85,Vitória,A,8.7,Bom
224,47.0,32895.28,Vitória,B,9.2,Bom
225,33.0,18929.65,Vitória,B,9.9,Bom
226,39.0,39328.58,Vitória,A,9.8,Bom
227,26.0,26893.0,São Paulo,B,5.0,Bom
228,28.0,22783.84,São Paulo,A,7.8,Bom
229,67.0,2662.77,Belo Horizonte,A,6.8,Bom
230,72.0,0.0,São Paulo,A,6.2,0
231,52.0,43480.43,Rio de Janeiro,A,0.0,0
232,21.0,45443.17,Vitória,B,8.9,Bom
233,42.0,12242.05,São Paulo,A,8.2,0
234,54.0,21277.91,Vitória,B,8.6,Bom
235,80.0,4291.94,Belo Horizonte,A,6.3,Bom
236,64.0,19734.62,Vitória,A,6.3,Bom
237,73.0,12100.21,São Paulo,B,5.5,Bom
238,60.0,11030.08,São Paulo,A,9.0,Bom
239,32.0,34454.55,Rio de Janeiro,B,7.9,Bom
240,17.0,38551.54,São Paulo,A,8.2,Bom
241,18.0,30918.01,Rio de Janeiro,A,8.9,Bom
242,78.0,12277.6,Vitória,A,5.2,Bom
243,37.0,27478.14,Belo Horizonte,A,5.7,Bom
244,75.0,13261.62,Belo Horizonte,B,8.6,Bom
245,23.0,22595.32,Belo Horizonte,A,5.9,Bom
246,37.0,19108.91,São Paulo,A,8.2,Bom
247,20.0,41960.6,Rio de Janeiro,A,6.2,Bom
248,46.0,39217.7,Vitória,B,7.0,Bom
249,22.0,3336.24,São Paulo,B,6.0,Bom
250,31.0,38794.41,São Paulo,B,7.3,Bom
251,76.0,33754.96,Belo Horizonte,A,6.6,Bom
252,43.0,38169.76,Rio de Janeiro,A,6.4,Bom
253,40.0,12680.21,Vitória,A,5.2,Bom
254,70.0,5998.79,São Paulo,A,8.5,Bom
255,67.0,14025.0,São Paulo,A,8.7,Bom
256,76.0,9473.83,Vitória,A,7.1,Bom
257,74.0,32591.44,São Paulo,A,6.9,Bom
258,46.0,6018.02,Rio de Janeiro,A,6.1,Bom
259,55.0,9207.27,São Paulo,A,8.9,Bom
260,68.0,24484.21,São Paulo,B,6.4,Bom
261,77.0,2532.39,Belo Horizonte,A,5.1,Bom
262,71.0,36257.46,São Paulo,B,5.1,0
263,78.0,9550.47,Vitória,B,6.5,Bom
264,72.0,43117.05,Belo Horizonte,B,7.1,Bom
265,33.0,31846.4,Belo Horizonte,A,6.9,Bom
266,20.0,4390.74,Rio de Janeiro,A,8.1,Bom
267,55.0,19325.92,Vitória,B,7.1,Bom
268,41.0,8997.81,Vitória,B,6.0,Bom
269,31.0,40774.68,Vitória,B,7.6,Bom
270,19.0,43418.27,Belo Horizonte,A,6.6,Bom
271,26.0,37569.55,Belo Horizonte,A,5.1,Bom
272,45.0,33052.91,São Paulo,B,5.1,Bom
273,27.0,37421.66,Vitória,A,0.0,0
274,29.0,10548.6,Vitória,A,7.7,Bom
275,70.0,31517.01,Belo Horizonte,A,6.7,Bom
276,18.0,42023.05,Vitória,B,8.2,Bom
277,27.0,10876.52,São Paulo,B,5.2,Bom
278,72.0,44460.55,São Paulo,B,6.0,Bom
279,81.0,7674.54,Belo Horizonte,A,5.5,Bom
280,22.0,15532.45,Vitória,B,8.8,Bom
281,56.0,23974.04,Vitória,B,7.5,Bom
282,18.0,41719.12,Belo Horizonte,A,9.2,Bom
283,27.0,13966.15,Vitória,A,9.7,Bom
284,49.0,28477.84,Belo Horizonte,B,9.0,Bom
285,23.0,13455.27,Vitória,A,7.7,Bom
286,20.0,3945.76,Rio de Janeiro,A,7.4,Bom
287,62.0,15325.33,São Paulo,B,5.3,Bom
288,61.0,5413.84,Vitória,B,7.8,Bom
289,72.0,44359.31,São Paulo,A,6.4,Bom
290,80.0,4582.29,Rio de Janeiro,A,9.8,Bom
291,29.0,35690.46,São Paulo,A,8.9,Bom
292,27.0,8064.68,Rio de Janeiro,B,5.4,Bom
293,37.0,5267.87,0,B,5.4,Bom
294,18.0,13021.55,Belo Horizonte,B,8.6,Bom
295,19.0,0.0,Belo Horizonte,A,7.0,0
296,31.0,13060.28,Belo Horizonte,A,7.1,Bom
297,46.0,37811.53,São Paulo,A,6.1,Bom
298,80.0,26536.23,Vitória,B,6.6,Bom
299,81.0,25717.84,São Paulo,B,9.1,Bom
300,32.0,40898.7,Vitória,A,8.8,Bom
301,32.0,7485.53,São Paulo,A,7.8,Bom
302,74.0,46197.9,São Paulo,B,7.1,Bom
303,28.0,25293.79,Vitória,A,8.7,Bom
304,32.0,38452.53,São Paulo,A,5.1,Bom
305,21.0,13419.93,Vitória,B,5.6,Bom
306,55.0,22148.57,São Paulo,B,9.1,Bom
307,78.0,36128.07,Belo Horizonte,A,7.5,Bom
308,50.0,24579.26,Belo Horizonte,B,9.8,Bom
309,13.0,873.38,Belo Horizonte,A,3.4,Bom
310,37.0,34108.98,São Paulo,B,5.0,Bom
311,69.0,43282.83,São Paulo,A,8.6,Bom
312,76.0,4153.61,São Paulo,B,6.5,Bom
313,35.0,20281.49,São Paulo,B,5.8,Bom
314,42.0,6955.07,Rio de Janeiro,A,8.0,Bom
315,74.0,17009.21,Vitória,A,9.2,Bom
316,72.0,31211.62,Rio de Janeiro,B,5.5,Bom
317,45.0,23263.48,Rio de Janeiro,A,0.0,0
318,66.0,19361.39,Belo Horizonte,B,8.6,Bom
319,61.0,17242.55,Belo Horizonte,B,9.8,Bom
320,79.0,37237.93,São Paulo,A,7.2,Bom
321,52.0,2164.36,São Paulo,A,5.2,Bom
322,58.0,33263.32,Rio de Janeiro,A,5.8,Bom
323,74.0,5558.63,Vitória,B,9.3,Bom
324,72.0,40302.7,Belo Horizonte,B,6.1,Bom
325,76.0,44569.01,Rio de Janeiro,B,9.3,Bom
326,63.0,13750.61,Vitória,A,5.8,Bom
327,34.0,28815.43,Belo Horizonte,B,7.2,Bom
328,18.0,6150.95,São Paulo,A,7.8,Bom
329,38.0,36095.6,Belo Horizonte,A,8.7,Bom
330,0.0,36851.13,Belo Horizonte,A,5.2,Bom
331,29.0,32814.18,Belo Horizonte,B,9.0,Bom
332,81.0,45341.33,Belo Horizonte,A,7.5,Bom
333,77.0,8048.04,São Paulo,B,9.9,Bom
334,82.0,22890.92,Vitória,B,9.7,Bom
335,80.0,31499.38,Belo Horizonte,B,7.7,Bom
336,50.0,37219.08,Rio de Janeiro,B,8.0,Bom
337,65.0,41681.39,Vitória,A,7.3,Bom
338,42.0,2898.4,Vitória,B,8.3,Bom
339,31.0,11465.19,São Paulo,B,6.3,Bom
340,22.0,12262.14,São Paulo,B,7.1,Bom
341,74.0,12772.89,São Paulo,B,5.9,Bom
342,52.0,26977.77,Rio de Janeiro,A,8.7,Bom
343,27.0,41783.04,Belo Horizonte,B,9.3,Bom
344,26.0,16365.58,São Paulo,B,7.2,Bom
345,64.0,41158.8,Vitória,B,7.3,Bom
346,67.0,36830.73,Belo Horizonte,A,5.2,Bom
347,65.0,5906.57,Vitória,A,9.3,Bom
348,56.0,28653.52,São Paulo,A,9.0,Bom
349,27.0,20507.91,São Paulo,A,5.7,Bom
350,21.0,7684.83,Vitória,A,9.4,Bom
351,25.0,44428.69,São Paulo,A,8.7,Bom
352,63.0,31470.61,Vitória,A,7.5,Bom
353,22.0,27235.48,Vitória,B,6.7,Bom
354,45.0,19062.12,Rio de Janeiro,B,9.2,Bom
355,79.0,28154.24,São Paulo,B,9.0,Bom
356,30.0,36542.0,Vitória,B,5.7,Bom
357,16.0,13993.75,São Paulo,A,8.4,Bom
358,37.0,4709.45,Vitória,B,7.9,Bom
359,76.0,32656.0,São Paulo,A,9.6,Bom
360,72.0,25347.5,Belo Horizonte,A,8.5,Bom
361,27.0,38865.46,São Paulo,B,7.6,Bom
362,18.0,21613.32,Rio de Janeiro,B,5.3,Bom
363,70.0,41218.56,Belo Horizonte,A,5.7,Bom
364,20.0,28503.29,Rio de Janeiro,B,8.3,Bom
365,71.0,28436.31,Belo Horizonte,A,7.7,Bom
366,33.0,12694.4,Rio de Janeiro,A,6.6,Bom
367,25.0,11463.94,Belo Horizonte,A,8.3,Bom
368,66.0,38831.59,Rio de Janeiro,B,9.1,Bom
369,82.0,40438.85,São Paulo,A,8.6,Bom
370,43.0,5814.46,São Paulo,A,0.0,0
371,31.0,25478.01,Belo Horizonte,A,7.1,Bom
372,22.0,11258.09,São Paulo,B,9.5,Bom
373,81.0,12530.06,Belo Horizonte,B,7.6,Bom
374,67.0,25715.77,São Paulo,A,5.2,Bom
375,44.0,6016.36,Belo Horizonte,B,6.6,Bom
376,66.0,4147.35,Vitória,B,5.9,Bom
377,56.0,43075.42,Belo Horizonte,A,6.7,Bom
378,63.0,16689.03,Rio de Janeiro,B,9.5,Bom
379,82.0,29822.25,Belo Horizonte,B,10.0,Bom
380,36.0,24386.27,Rio de Janeiro,A,7.3,Bom
381,81.0,24624.48,Rio de Janeiro,B,5.7,Bom
382,39.0,34269.12,Belo Horizonte,B,9.2,Bom
383,67.0,1993.78,São Paulo,B,8.2,Bom
384,68.0,31812.19,0,A,5.7,Bom
385,54.0,30369.62,Belo Horizonte,A,5.4,Bom
386,82.0,18011.63,Rio de Janeiro,B,5.7,Bom
387,43.0,14285.47,Belo Horizonte,A,7.9,Bom
388,28.0,36866.17,São Paulo,A,6.9,Bom
389,51.0,16255.8,Vitória,B,5.5,Bom
390,37.0,16907.13,Vitória,B,9.5,Bom
391,46.0,39766.03,Belo Horizonte,A,9.9,Bom
392,42.0,13353.22,Vitória,B,6.5,Bom
393,45.0,1976.39,Belo Horizonte,A,5.7,Bom
394,19.0,5446.23,Vitória,B,7.9,Bom
395,54.0,16972.46,Rio de Janeiro,B,5.8,Bom
396,36.0,14300.86,Belo Horizonte,B,8.7,Bom
397,44.0,23715.38,Rio de Janeiro,B,7.8,Bom
398,62.0,18072.2,São Paulo,B,8.0,Bom
399,42.0,37183.34,São Paulo,A,9.6,0
400,18.0,28287.26,São Paulo,B,7.4,Bom
401,71.0,7861.24,Vitória,B,7.8,Bom
402,34.0,42267.23,Rio de Janeiro,B,9.6,Bom
403,63.0,38759.52,Vitória,B,5.8,Bom
404,29.0,7584.64,São Paulo,B,6.2,Bom
405,29.0,4006.06,Belo Horizonte,B,5.2,Bom
406,60.0,33162.27,Rio de Janeiro,A,8.0,Bom
407,38.0,39200.72,São Paulo,B,9.7,Bom
408,63.0,1787.96,Rio de Janeiro,B,7.1,Bom
409,60.0,4960.0,Rio de Janeiro,B,7.6,0
410,55.0,3700.52,Vitória,A,6.3,Bom
411,91.0,60402.51,Vitória,A,1.0,Bom
412,68.0,31441.84,São Paulo,A,6.7,Bom
413,42.0,8056.44,São Paulo,A,9.0,Bom
414,34.0,6938.32,Vitória,B,9.8,Bom
415,28.0,2606.36,Belo Horizonte,A,8.7,Bom
416,58.0,15358.16,Rio de Janeiro,B,9.5,Bom
417,26.0,17708.77,Vitória,A,7.4,Bom
418,67.0,38043.31,Rio de Janeiro,A,9.7,Bom
419,68.0,42666.61,Rio de Janeiro,B,5.9,Bom
420,75.0,4088.26,Belo Horizonte,B,8.1,Bom
421,74.0,3366.18,Vitória,B,5.8,Bom
422,49.0,17596.17,Rio de Janeiro,A,7.7,Bom
423,50.0,16532.38,Rio de Janeiro,A,7.7,Bom
424,49.0,26132.92,São Paulo,B,6.8,Bom
425,66.0,15442.94,Rio de Janeiro,B,6.1,Bom
426,64.0,3541.18,Belo Horizonte,B,5.9,Bom
427,49.0,10241.24,Rio de Janeiro,B,5.1,Bom
428,16.0,24925.33,Rio de Janeiro,A,5.8,Bom
429,40.0,41894.61,São Paulo,A,7.3,Bom
430,72.0,20274.58,São Paulo,A,7.4,Bom
431,55.0,41521.02,São Paulo,A,9.6,Bom
432,77.0,13600.32,Belo Horizonte,A,8.9,Bom
433,60.0,0.0,Vitória,B,6.6,0
434,48.0,10710.44,São Paulo,A,7.9,0
435,21.0,7416.25,Rio de Janeiro,A,8.5,Bom
436,59.0,32601.43,São Paulo,A,9.3,Bom
437,46.0,5044.71,Vitória,A,9.1,Bom
438,78.0,9468.44,Vitória,B,7.9,Bom
439,41.0,34233.06,Rio de Janeiro,B,7.8,Bom
440,75.0,29504.88,Belo Horizonte,A,5.2,Bom
441,49.0,24594.48,Rio de Janeiro,B,7.7,Bom
442,60.0,23331.99,Belo Horizonte,A,8.3,Bom
443,37.0,42820.71,Vitória,B,8.8,Bom
444,63.0,21700.69,Rio de Janeiro,A,5.5,Bom
445,18.0,32229.1,Rio de Janeiro,A,5.7,Bom
446,51.0,24850.1,São Paulo,A,7.1,0
447,47.0,2887.68,São Paulo,B,7.2,Bom
448,45.0,35037.68,São Paulo,A,9.2,Bom
449,44.0,35372.16,Vitória,A,5.9,Bom
450,33.0,4681.94,Belo Horizonte,B,5.3,Bom
451,67.0,27879.73,Belo Horizonte,A,6.3,Bom
452,81.0,20210.61,São Paulo,A,6.6,Bom
453,60.0,29967.63,Vitória,A,7.1,Bom
454,39.0,18813.46,Vitória,B,8.0,Bom
455,24.0,37654.24,São Paulo,A,9.2,Bom
456,61.0,9242.15,São Paulo,B,6.3,Bom
457,63.0,19197.99,Belo Horizonte,B,9.0,Bom
458,41.0,5739.64,Vitória,B,7.7,Bom
459,54.0,37484.65,São Paulo,B,8.5,Bom
460,53.0,15229.66,Vitória,A,8.0,Bom
461,44.0,4916.34,Rio de Janeiro,B,5.2,Bom
462,68.0,16957.63,Rio de Janeiro,B,6.2,Bom
463,97.0,606.64,Rio de Janeiro,A,4.8,Bom
464,49.0,21261.78,Belo Horizonte,A,7.5,Bom
465,32.0,31958.03,Vitória,B,6.8,Bom
466,27.0,20552.16,São Paulo,B,9.7,Bom
467,31.0,27280.4,Vitória,B,5.1,Bom
468,39.0,9488.72,São Paulo,A,5.6,Bom
469,62.0,30753.76,São Paulo,B,6.9,Bom
470,18.0,39666.54,Vitória,B,5.8,Bom
471,34.0,25931.63,São Paulo,A,5.3,Bom
472,18.0,33179.35,Vitória,B,8.2,0
473,55.0,18720.73,Belo Horizonte,B,7.1,Bom
474,31.0,32776.44,Vitória,B,6.3,Bom
475,37.0,26957.57,Belo Horizonte,A,9.1,Bom
476,89.0,77512.53,São Paulo,A,2.3,Bom
477,67.0,43937.45,Belo Horizonte,B,10.0,Bom
478,23.0,27379.55,Rio de Janeiro,B,5.6,Bom
479,49.0,43555.89,Belo Horizonte,A,6.3,Bom
480,38.0,2099.36,São Paulo,A,8.0,Bom
481,46.0,34642.62,Belo Horizonte,A,7.4,Bom
482,18.0,32434.74,São Paulo,A,5.8,Bom
483,60.0,6847.18,Belo Horizonte,A,5.8,Bom
484,35.0,28410.11,Rio de Janeiro,B,6.4,Bom
485,32.0,10003.17,Vitória,B,6.4,Bom
486,41.0,27688.41,Vitória,B,5.9,Bom
487,55.0,32532.52,Vitória,B,9.6,Bom
488,0.0,31761.83,Belo Horizonte,A,7.1,Bom
489,30.0,26941.51,Belo Horizonte,B,5.2,Bom
490,54.0,26867.39,São Paulo,A,5.2,Bom
491,82.0,33611.98,Vitória,B,5.6,Bom
492,71.0,19235.4,Belo Horizonte,A,5.2,Bom
493,47.0,23429.58,Vitória,B,9.2,Bom
