id,idade,renda,cidade,categoria,nota,feedback
119,68,11950.54,Vitória,B,4.7,Regular
120,27,9544.28,Rio de Janeiro,B,3.2,Regular
121,57,3991.04,São Paulo,A,6.1,Regular
122,63,5442.19,São Paulo,A,5.6,Bom
123,53,10345.44,Rio de Janeiro,B,2.2,Bom
124,52,4368.45,Vitória,A,8.4,Bom
125,69,2566.54,Vitória,A,6.6,Ruim
126,61,3866.44,São Paulo,B,9.3,Bom
127,33,4715.74,Vitória,A,2.7,Bom
128,16,8806.08,Vitória,A,9.4,Regular
129,53,3415.98,Belo Horizonte,A,9.4,Bom
130,24,9752.37,São Paulo,B,3.8,Regular
131,61,10359.6,Rio de Janeiro,A,5.3,Ruim
132,19,9416.69,Vitória,B,6.1,Regular
133,18,12519.5,Rio de Janeiro,A,7.3,Ruim
134,62,10917.38,Vitória,B,0.9,Ruim
135,58,8056.79,Rio de Janeiro,B,0.7,Bom
136,33,6744.4,Rio de Janeiro,B,0.1,Ruim
137,58,4054.22,Rio de Janeiro,A,3.1,Bom
138,45,3037.87,São Paulo,B,9.0,Ruim
139,43,3949.82,Rio de Janeiro,A,6.1,Bom
140,48,6267.95,Belo Horizonte,B,7.6,Regular
141,50,6992.49,São Paulo,A,7.5,Ruim
142,57,10291.54,Belo Horizonte,A,6.4,Bom
143,43,4029.44,Vitória,B,7.4,Regular
144,57,10884.62,Belo Horizonte,B,3.3,Ruim
145,50,7183.34,São Paulo,A,0.7,Regular
146,23,2008.72,São Paulo,B,0.2,Ruim
147,50,7337.88,Vitória,B,7.0,Bom
148,44,4914.09,Vitória,A,2.8,Bom
149,47,6436.79,São Paulo,A,6.4,Ruim
150,21,8013.99,Belo Horizonte,A,4.3,Ruim
151,32,4703.65,São Paulo,A,3.6,Ruim
152,31,4651.31,São Paulo,A,9.4,Bom
153,44,7395.8,Belo Horizonte,A,6.1,Ruim
154,48,10595.39,Vitória,B,6.0,Ruim
155,32,12820.81,Rio de Janeiro,A,1.5,Bom
156,23,10801.95,Rio de Janeiro,B,2.2,Bom
157,16,10905.35,Belo Horizonte,B,1.5,Bom
158,62,12420.66,Vitória,B,0.9,Ruim
159,45,8138.5,Belo Horizonte,B,4.3,Regular
160,52,11699.99,Vitória,A,5.6,Regular
161,22,10004.39,Belo Horizonte,A,6.3,Regular
162,56,1399.27,Belo Horizonte,B,2.7,Regular
163,60,3972.42,São Paulo,A,3.2,Ruim
164,22,10200.05,São Paulo,A,1.9,Bom
165,52,9476.13,Rio de Janeiro,B,4.6,Ruim
166,65,3259.43,Vitória,,7.4,Regular
167,59,1883.57,Vitória,B,4.4,Regular
168,24,6151.34,Belo Horizonte,A,3.7,Ruim
169,59,11770.81,Vitória,A,5.0,Regular
170,40,5936.55,Belo Horizonte,A,0.7,Ruim
171,37,11798.33,Vitória,A,3.8,Regular
172,41,3853.26,São Paulo,A,4.4,Regular
173,19,5824.58,Rio de Janeiro,B,6.1,Regular
174,58,7242.47,São Paulo,A,4.5,Bom
175,19,8090.42,São Paulo,B,7.2,Ruim
176,18,10872.58,Vitória,A,6.5,Ruim
177,43,7935.05,Rio de Janeiro,B,0.4,Regular
178,38,1563.47,Vitória,A,7.8,Regular
179,19,3534.66,,B,5.8,Bom
180,64,12834.45,São Paulo,B,8.2,Regular
181,45,10109.13,Belo Horizonte,A,3.2,Bom
182,60,7952.19,Belo Horizonte,A,8.9,Ruim
183,44,12289.24,Belo Horizonte,A,9.3,Ruim
184,68,2099.17,São Paulo,B,0.7,Ruim
185,23,7186.45,Vitória,B,7.9,Regular
186,54,10429.93,Rio de Janeiro,A,7.2,Bom
187,62,10959.01,Rio de Janeiro,B,2.4,Ruim
188,22,7079.49,São Paulo,A,8.4,Bom
189,31,2229.13,Vitória,A,7.1,Ruim
190,66,7021.71,São Paulo,B,3.2,Ruim
191,21,9172.48,Vitória,B,6.4,Regular
192,16,9812.58,Rio de Janeiro,B,5.4,Ruim
193,62,8490.86,Belo Horizonte,A,6.2,Regular
194,36,12555.74,Vitória,B,3.7,Ruim
195,32,9862.65,Rio de Janeiro,A,9.4,Ruim
196,40,11170.21,São Paulo,A,1.7,Ruim
197,49,12492.09,Belo Horizonte,B,2.3,Bom
198,60,4085.57,São Paulo,B,1.3,Ruim
199,61,9084.13,Vitória,,3.9,Regular
200,63,2640.99,Vitória,A,1.6,Regular
201,33,12079.79,Vitória,B,4.3,Regular
202,38,10874.21,Rio de Janeiro,B,6.6,Bom
203,30,12356.49,Belo Horizonte,A,3.7,Regular
204,53,2477.22,Belo Horizonte,B,5.7,Ruim
205,67,6186.31,Rio de Janeiro,B,7.4,Bom
206,46,8587.85,Vitória,A,2.2,Regular
207,70,10804.96,Vitória,A,9.4,Ruim
208,53,9599.75,Rio de Janeiro,B,9.0,Bom
209,30,11061.74,Vitória,B,6.4,Bom
210,34,12523.9,Rio de Janeiro,A,7.5,Regular
211,69,10988.56,Vitória,A,7.2,Ruim
212,43,1710.99,Vitória,B,0.9,Regular
213,21,6155.61,São Paulo,B,2.9,Ruim
214,21,8378.25,São Paulo,B,,Regular
215,40,8332.01,Rio de Janeiro,A,8.6,Ruim
216,48,5953.57,São Paulo,A,7.3,Regular
217,58,5604.92,Belo Horizonte,B,5.0,Bom
218,52,12728.68,Rio de Janeiro,A,8.9,Bom
219,25,1739.31,São Paulo,A,5.9,Bom
220,62,9818.49,Vitória,A,2.4,Ruim
221,24,7303.39,Belo Horizonte,B,7.4,Regular
222,50,4643.73,Vitória,B,0.8,Regular
223,69,11158.31,Belo Horizonte,B,5.2,Regular
224,64,12728.18,Vitória,A,9.1,Bom
225,43,12077.73,Belo Horizonte,A,3.4,Regular
226,33,3211.54,Vitória,B,2.0,Ruim
227,24,5054.25,Belo Horizonte,A,2.3,Ruim
228,45,1820.55,Vitória,A,4.8,Regular
229,57,8644.18,São Paulo,A,7.8,Ruim
230,57,6522.78,Belo Horizonte,A,1.4,Ruim
231,32,5332.01,Rio de Janeiro,B,6.9,Bom
232,26,11322.22,Rio de Janeiro,A,6.6,Regular
233,46,10720.72,Rio de Janeiro,A,2.2,Ruim
234,45,6271.23,Belo Horizonte,A,0.6,Bom
235,66,10977.26,São Paulo,A,9.5,Bom
236,44,11164.16,Belo Horizonte,B,7.5,Ruim
237,57,4157.95,Rio de Janeiro,B,5.8,Bom
238,67,2360.69,Belo Horizonte,A,4.7,Regular
239,31,3069.53,Rio de Janeiro,A,8.8,Ruim
240,63,2149.82,Belo Horizonte,B,9.4,Ruim
241,53,1615.03,Belo Horizonte,B,8.0,Ruim
242,55,1465.1,Vitória,B,5.1,Ruim
243,52,1812.16,,A,7.6,Bom
244,22,8182.57,Belo Horizonte,A,1.5,Ruim
245,40,11103.26,Belo Horizonte,A,6.8,Regular
246,51,8355.58,São Paulo,A,4.9,Ruim
247,52,2561.29,Vitória,B,4.8,Regular
248,57,7266.5,Belo Horizonte,B,1.6,Bom
249,30,,São Paulo,A,1.3,Regular
250,18,6365.4,Belo Horizonte,A,1.2,Regular
251,51,11608.06,Belo Horizonte,B,6.4,Regular
252,36,10493.54,Belo Horizonte,A,9.7,Regular
253,16,5493.79,Vitória,B,10.0,Regular
254,36,10678.62,Vitória,B,5.4,Regular
255,66,9890.49,Belo Horizonte,A,6.9,Bom
256,42,4132.88,Rio de Janeiro,B,0.6,Bom
257,51,10888.88,Belo Horizonte,A,2.5,Regular
258,63,8497.04,Belo Horizonte,A,9.4,Regular
259,54,4558.54,Rio de Janeiro,B,1.1,Regular
260,31,12516.77,Rio de Janeiro,B,5.8,Bom
261,27,1946.37,Belo Horizonte,A,6.7,Ruim
262,22,3086.69,Rio de Janeiro,A,5.9,Bom
263,19,6348.16,Vitória,A,9.0,Regular
264,70,4252.19,Rio de Janeiro,B,1.4,Ruim
265,25,10039.0,Belo Horizonte,B,1.4,Regular
266,47,9572.09,Belo Horizonte,B,8.4,Regular
267,24,2360.13,Vitória,A,8.3,Ruim
268,38,7154.35,Rio de Janeiro,B,4.6,Regular
269,55,5537.79,São Paulo,B,0.4,Ruim
270,31,11336.07,São Paulo,A,4.1,Regular
271,32,3648.0,Belo Horizonte,B,5.6,Bom
272,40,2106.3,,A,9.1,Regular
273,49,6939.41,Vitória,A,6.7,Bom
274,61,10587.37,Belo Horizonte,B,6.0,Bom
275,32,2690.44,Belo Horizonte,A,7.0,Regular
276,70,11331.51,São Paulo,A,5.5,Regular
277,52,9445.2,Vitória,B,9.0,Ruim
278,43,2777.93,Vitória,A,5.2,Ruim
279,112,431.21,Belo Horizonte,A,10.9,Regular
280,28,5091.51,Belo Horizonte,B,9.2,Regular
281,51,4581.26,São Paulo,A,2.9,Bom
282,20,8167.68,Vitória,B,6.5,Bom
283,36,10606.11,Belo Horizonte,B,6.7,Bom
284,45,5978.46,São Paulo,B,8.7,Ruim
285,50,12410.81,Belo Horizonte,B,5.8,Regular
286,55,8408.47,Vitória,B,7.2,Regular
287,32,2876.76,Belo Horizonte,B,1.1,Ruim
288,37,7046.37,São Paulo,A,7.8,Ruim
289,33,11186.28,Rio de Janeiro,A,0.5,Regular
290,62,3023.78,Rio de Janeiro,A,3.2,Regular
291,61,,Belo Horizonte,A,2.2,Ruim
292,4,704.36,São Paulo,A,-1.4,Ruim
293,16,10936.94,São Paulo,A,3.7,Bom
294,49,2348.45,Rio de Janeiro,B,10.0,Bom
295,35,12684.08,Rio de Janeiro,B,0.9,Ruim
296,25,7250.67,Rio de Janeiro,B,6.7,Regular
297,19,9237.82,Belo Horizonte,B,7.4,Bom
298,63,9707.32,Vitória,A,6.5,Ruim
299,29,10966.88,Rio de Janeiro,A,3.7,Regular
300,68,6047.96,Belo Horizonte,A,1.0,Bom
301,57,5534.56,Rio de Janeiro,A,6.5,Regular
302,36,9346.18,Belo Horizonte,A,5.0,Ruim
303,42,12646.42,Rio de Janeiro,B,8.1,Ruim
304,37,2822.06,Vitória,A,5.3,Bom
305,37,1497.53,Belo Horizonte,A,7.6,Ruim
306,44,2727.23,São Paulo,A,6.0,Ruim
307,53,5178.03,São Paulo,B,8.3,Ruim
308,64,12014.0,Rio de Janeiro,A,7.5,Regular
309,56,12847.22,Vitória,A,7.0,Bom
310,36,1781.44,Rio de Janeiro,A,6.8,Ruim
311,21,7524.28,Vitória,A,0.9,Regular
312,50,12441.79,Belo Horizonte,B,8.3,Regular
313,34,12724.15,Vitória,A,1.8,Ruim
314,66,9019.31,Rio de Janeiro,B,6.1,Bom
315,18,12507.25,Vitória,A,5.0,Regular
316,35,10056.44,Rio de Janeiro,A,5.8,Ruim
317,58,2448.89,Rio de Janeiro,B,4.8,Ruim
318,47,6332.89,Rio de Janeiro,A,5.5,Regular
319,45,10232.51,São Paulo,B,1.2,Regular
320,18,4739.36,Rio de Janeiro,A,1.1,Bom
321,51,1363.97,Belo Horizonte,B,1.6,Regular
322,41,,Vitória,A,3.8,Regular
323,47,1661.93,Belo Horizonte,A,1.6,Bom
324,43,8411.07,Rio de Janeiro,B,5.9,Ruim
325,111,1141.65,Rio de Janeiro,B,14.7,Bom
326,58,8111.49,São Paulo,B,1.7,Bom
327,26,6716.36,São Paulo,A,5.2,Ruim
328,52,11583.3,Vitória,A,8.2,
329,55,7098.05,São Paulo,A,4.0,Regular
330,34,4489.46,Vitória,B,8.1,Regular
331,69,6359.93,São Paulo,B,5.0,Regular
332,63,8459.36,Belo Horizonte,A,9.2,Regular
333,61,2806.19,Vitória,B,0.8,Ruim
334,,2815.21,Vitória,B,1.6,Bom
335,21,4112.7,Vitória,,8.9,Bom
336,19,4107.54,São Paulo,A,1.7,Bom
337,38,,Vitória,B,4.8,Ruim
338,48,8712.54,Belo Horizonte,A,3.5,Ruim
339,30,4730.17,São Paulo,B,4.8,Ruim
340,43,2206.83,Vitória,B,0.3,Bom
341,43,6333.24,São Paulo,B,8.5,Bom
342,25,12346.1,Rio de Janeiro,B,2.3,Bom
343,52,11700.52,Belo Horizonte,B,1.4,Ruim
344,38,3181.35,Belo Horizonte,B,7.1,Ruim
345,64,2641.61,Rio de Janeiro,B,3.7,Bom
346,26,5240.8,Rio de Janeiro,A,2.4,Bom
347,17,3640.43,Belo Horizonte,B,7.2,Bom
348,44,6416.01,Vitória,A,8.6,Regular
349,43,2207.22,Belo Horizonte,A,5.8,Bom
350,17,8581.59,Vitória,B,1.3,
351,34,10983.12,Vitória,A,8.4,Regular
352,25,5708.95,Vitória,A,9.9,Ruim
353,44,8038.23,Rio de Janeiro,B,7.6,Bom
354,25,11488.81,Rio de Janeiro,B,8.5,Ruim
355,68,12755.64,Rio de Janeiro,A,3.3,Bom
356,37,11636.28,Rio de Janeiro,A,9.2,Bom
357,55,7892.92,São Paulo,B,6.9,Regular
358,38,10375.92,São Paulo,B,2.2,Bom
359,58,9719.85,São Paulo,B,4.9,Ruim
360,57,8256.73,Vitória,A,0.2,Regular
361,27,4813.5,Rio de Janeiro,A,3.3,Ruim
362,19,1810.39,Vitória,B,0.5,Regular
363,23,7312.47,Belo Horizonte,A,9.1,Regular
364,108,13441.54,Rio de Janeiro,A,13.1,Regular
365,57,1579.25,Rio de Janeiro,A,3.7,Bom
366,45,2103.05,São Paulo,A,8.0,Regular
367,20,10112.52,Rio de Janeiro,A,8.4,Regular
368,19,2317.42,Belo Horizonte,B,4.9,Bom
369,70,5771.98,Rio de Janeiro,A,2.5,Ruim
370,25,12438.35,São Paulo,B,0.4,Regular
371,58,8426.19,Rio de Janeiro,A,2.8,Regular
372,62,8147.14,Rio de Janeiro,B,5.5,Bom
373,57,8142.74,Belo Horizonte,A,5.0,Regular
374,54,10753.63,São Paulo,B,6.0,Bom
375,19,8998.73,Vitória,B,8.6,Regular
376,69,2987.91,Belo Horizonte,B,3.4,Regular
377,68,3166.13,Rio de Janeiro,A,9.8,Regular
378,25,10951.52,Vitória,A,0.2,Bom
379,54,10329.74,Belo Horizonte,A,9.4,Bom
380,58,11124.62,Vitória,B,8.0,Regular
381,63,8283.44,Belo Horizonte,A,7.5,Regular
382,49,6130.37,Belo Horizonte,A,6.5,Regular
383,50,5249.33,Vitória,B,0.7,Ruim
384,45,7477.79,Vitória,A,3.8,Ruim
385,109,1039.0,São Paulo,A,11.5,Ruim
386,56,2744.02,São Paulo,B,8.6,Bom
387,49,11423.29,Belo Horizonte,B,0.8,Ruim
388,67,8094.43,São Paulo,B,4.2,Regular
389,,5498.31,Belo Horizonte,A,5.0,Bom
390,42,2514.43,Rio de Janeiro,A,3.9,Regular
391,42,3002.4,Rio de Janeiro,B,8.6,Bom
392,35,4607.9,Vitória,B,3.0,Bom
393,54,12445.59,Vitória,A,7.6,Bom
394,,3658.16,São Paulo,A,0.9,Ruim
395,45,2403.83,Belo Horizonte,B,6.5,Bom
396,60,11317.78,Belo Horizonte,B,3.5,Bom
397,28,5927.71,Vitória,B,0.7,Regular
398,38,9914.99,Belo Horizonte,A,4.6,Regular
399,22,7073.44,São Paulo,A,0.4,Ruim
400,40,6310.92,São Paulo,B,1.5,Bom
401,49,9254.79,São Paulo,A,,Bom
402,66,11410.27,Rio de Janeiro,B,0.4,Bom
403,28,5252.13,Belo Horizonte,B,5.4,Ruim
404,49,6434.54,Rio de Janeiro,A,4.0,Bom
405,38,3052.4,Rio de Janeiro,B,4.8,Ruim
406,69,8606.76,Belo Horizonte,A,1.9,Bom
407,43,12861.3,Belo Horizonte,B,4.2,Bom
408,26,10863.89,Rio de Janeiro,A,0.4,Regular
409,26,4624.78,Belo Horizonte,B,0.9,Bom
410,25,8559.56,Rio de Janeiro,B,2.2,Ruim
411,26,8987.14,Belo Horizonte,A,1.1,Regular
412,61,11927.97,Vitória,B,8.3,Bom
413,63,6530.37,Belo Horizonte,A,5.3,Ruim
414,53,4354.54,Rio de Janeiro,B,6.3,Ruim
415,44,2646.69,Vitória,A,7.8,Regular
416,45,1342.22,São Paulo,B,6.6,Bom
417,48,3756.44,São Paulo,B,2.3,Regular
418,69,4735.76,Vitória,B,0.5,
419,42,4003.8,Vitória,A,5.4,Ruim
420,66,2985.84,Belo Horizonte,A,9.5,Ruim
421,62,12143.88,Belo Horizonte,B,1.3,Bom
422,58,6895.1,Belo Horizonte,B,7.9,Ruim
423,69,4151.42,Belo Horizonte,A,6.3,Bom
424,24,3353.44,Belo Horizonte,A,3.4,Regular
425,44,8060.19,Vitória,A,9.0,Bom
426,64,5063.45,Belo Horizonte,A,4.4,Bom
427,23,7297.68,Rio de Janeiro,B,9.9,Ruim
428,19,11101.84,São Paulo,A,0.3,Regular
429,66,11385.19,Belo Horizonte,A,3.5,Regular
430,37,6748.29,Rio de Janeiro,B,2.8,Bom
431,29,1668.68,Belo Horizonte,B,1.6,Regular
432,21,4634.62,Belo Horizonte,A,0.4,Bom
433,19,12430.23,Belo Horizonte,A,9.7,Ruim
434,43,2906.45,São Paulo,A,1.8,Regular
435,64,2455.37,Rio de Janeiro,B,6.2,Bom
436,51,12984.94,São Paulo,A,2.4,Bom
437,59,11637.14,Vitória,B,9.2,Ruim
438,,4632.18,Belo Horizonte,B,6.6,Regular
439,,7865.98,São Paulo,B,2.2,Ruim
440,42,7657.98,Rio de Janeiro,B,8.9,Regular
441,48,5701.88,Vitória,A,4.4,Bom
442,28,10341.52,Belo Horizonte,A,2.3,Ruim
443,22,4592.6,São Paulo,B,0.7,Regular
444,27,12416.43,Rio de Janeiro,A,3.3,Regular
445,43,10857.02,São Paulo,A,6.7,Regular
446,45,9646.45,Vitória,A,6.5,Bom
447,16,7629.7,Vitória,A,1.9,Regular
448,58,2818.75,São Paulo,A,5.9,Ruim
449,53,10293.63,Rio de Janeiro,A,9.8,Ruim
450,22,8669.39,Rio de Janeiro,B,1.1,Bom
451,55,12433.43,Rio de Janeiro,B,6.9,Regular
452,20,8470.27,São Paulo,B,9.3,Regular
453,69,1731.46,Rio de Janeiro,A,1.0,Bom
454,54,5576.3,São Paulo,A,8.3,Ruim
455,26,4404.52,Vitória,B,9.3,Ruim
456,47,6758.16,São Paulo,A,1.5,Bom
457,23,10266.06,Vitória,B,2.0,Ruim
458,27,7102.15,,B,4.1,Bom
459,70,9425.67,Vitória,A,7.4,Ruim
460,41,11842.43,São Paulo,A,8.8,Ruim
461,40,10206.39,São Paulo,A,0.9,Regular
462,26,11308.1,Vitória,B,1.9,Regular
463,37,9008.2,Belo Horizonte,A,4.1,Ruim
464,57,3600.87,Vitória,B,9.2,Regular
465,66,1500.32,Vitória,A,6.7,Regular
466,22,12351.42,Belo Horizonte,A,3.8,Bom
467,69,,São Paulo,A,8.9,Regular
468,18,9053.05,Belo Horizonte,B,3.5,Bom
469,36,6745.02,São Paulo,A,9.3,Bom
470,37,8547.56,São Paulo,B,2.4,Regular
471,23,5251.53,Belo Horizonte,A,6.9,Regular
472,22,2865.29,Vitória,B,,Ruim
473,64,3910.27,São Paulo,B,0.9,Ruim
474,34,5922.4,Vitória,A,4.0,Bom
475,68,12349.46,Vitória,B,4.5,Ruim
476,38,6418.42,São Paulo,B,1.5,Ruim
477,25,6449.72,São Paulo,B,0.5,Ruim
478,54,9291.43,São Paulo,A,8.5,Bom
479,62,5460.61,Belo Horizonte,B,4.7,Regular
480,40,3466.2,Rio de Janeiro,A,9.4,Regular
481,39,8713.92,Vitória,A,1.7,Bom
482,65,11995.45,São Paulo,B,1.6,Bom
483,33,2533.68,Belo Horizonte,A,2.9,Bom
484,60,5150.76,São Paulo,B,5.4,Regular
485,51,11751.51,Vitória,A,1.1,Regular
486,37,7449.48,Rio de Janeiro,B,7.5,Ruim
487,51,9684.49,Vitória,A,1.6,Regular
488,67,6480.72,Vitória,A,2.3,Ruim
489,41,11788.6,São Paulo,A,0.1,Ruim
490,20,2626.81,Belo Horizonte,B,0.3,Bom
491,53,4423.5,Vitória,A,9.2,Ruim
492,25,2097.8,Vitória,A,0.8,Bom
493,26,11669.01,Rio de Janeiro,B,4.6,Bom
494,24,5748.0,Belo Horizonte,B,7.3,Regular
495,52,9383.71,Belo Horizonte,A,8.3,Ruim
496,34,10965.16,Rio de Janeiro,A,3.2,Bom
497,45,9362.34,Belo Horizonte,B,0.4,Bom
498,55,12568.44,São Paulo,B,8.5,Bom
499,43,9230.79,São Paulo,A,7.9,
500,23,3019.66,São Paulo,B,3.2,Bom
501,49,2756.37,São Paulo,B,0.4,Ruim
502,29,11194.53,Vitória,B,0.8,Bom
503,41,8579.79,São Paulo,A,2.4,Bom
504,22,6308.28,São Paulo,A,5.8,Regular
505,67,,Vitória,B,5.4,Ruim
506,21,7080.66,Belo Horizonte,B,,Bom
507,31,7304.46,São Paulo,B,5.2,Ruim
508,59,7382.05,Vitória,A,3.1,Regular
509,45,8283.88,Belo Horizonte,B,2.4,Bom
510,34,7063.88,Rio de Janeiro,B,1.8,Ruim
511,68,2619.67,Vitória,A,9.8,Ruim
512,63,3787.28,São Paulo,A,3.1,Regular
513,20,11783.49,São Paulo,B,2.1,Bom
514,36,8247.08,Rio de Janeiro,A,5.0,Bom
515,58,12824.79,São Paulo,A,3.9,Bom
516,45,7070.01,São Paulo,A,9.9,Bom
517,37,4344.97,Vitória,A,7.2,Ruim
518,5,1238.26,Rio de Janeiro,B,10.4,Bom
519,21,7573.94,São Paulo,B,6.2,Bom
520,33,4171.84,Belo Horizonte,B,8.7,Regular
521,66,6921.09,Rio de Janeiro,A,6.9,Bom
522,50,4258.63,Belo Horizonte,A,9.7,Bom
523,62,,Rio de Janeiro,B,8.1,Regular
524,52,5214.69,Vitória,B,2.2,Bom
